,Product,fuel,odometer,paint_color,title_status,transmission,condition,engine_displaement,type,VIN,Price_x,year_x,City_x,Brand
766,2017 *Harley-Davidson* *SuperLow* *1200T* *XL1200T*,other,1861,,clean,manual,,,,1HD1LL319HC434945,10991,2017,abilene,harleydavidson
767,2017 *Harley-Davidson* *XL1200CX* *Sportster* *CX* ROADSTER,other,6156,black,clean,manual,,,,1HD1LM313HC435448,9500,2017,abilene,harleydavidson
768,2017 *Indian Motorcycle* *Chieftan* *Black* Pearl,other,11527,black,clean,manual,,,,56KTCAAA5H3347281,19991,2017,abilene,indian
769,2017 BMW F800GS,gas,16500,white,clean,manual,like new,800,touring,,10500,2017,waco,bmw
770,2017 BMW R 1200 GS Rally Premium,gas,9875,blue,clean,other,,,,WB10A6109HZ656166,15950,2017,dallas,bmw
771,2017 Can-Am® Spyder® F3 SE6,gas,6296,black,clean,other,,,,2BXRDDD26HV002598,16950,2017,dallas,canam
772,2017 Can-Am® Spyder® RT Limited 6-Speed Semi-Automatic (SE6),gas,2053,blue,clean,other,,,,2BXNBDD25HV000443,23950,2017,austin,canam
773,2017 Ducati 1299 Panigale S  -Premium Dealer!,gas,2880,,clean,manual,excellent,,sport bike,ZDMDAGNW4KB006111,19995,2017,amarillo,ducati
774,2017 Ducati 1299S 1299 S 1299-S ABS,gas,525,,clean,manual,excellent,,sport bike,ZDM14BYWXHB008690,19888,2017,abilene,ducati
775,2017 Ducati Scrambler Desert Sled White Mirage,gas,2306,white,clean,other,,,,ZDMKAFBM4HB000130,10490,2017,dallas,ducati
776,2017 ElectraGlide Classic FLHTP,gas,17981,black,clean,manual,excellent,1690,touring,,16725,2017,houston,electraglide
777,2017 Harley  Trike,gas,4000,,,manual,,,,,12500,2017,mcallen,harley
778,2017 Harley Davidson 750,gas,2000,black,clean,manual,like new,,street,,6500,2017,dallas,harley
779,2017 Harley Davidson Electra Glide Ultra Limited FLHTK,gas,6293,,,manual,like new,1750,touring,1HD1KED13HB644024,25500,2017,austin,harley
780,2017 Harley Davidson Softail Slim S,gas,11000,black,clean,manual,excellent,,cruiser,,16500,2017,easttexas,harley
781,2017 Harley Davidson Sportster XL1200C +Xtras,gas,3900,black,clean,manual,like new,1200,cruiser,,7000,2017,houston,harley
782,2017 Harley Davidson Street Glide Special,gas,20136,black,clean,other,,107,,1HD1KRC18HB663726,22000,2017,dallas,harley
783,2017 Harley Davidson Street Glider Model FLH,gas,7446,black,clean,manual,like new,1750,,,18000,2017,dallas,harley
784,2017 Harley Davidson Streetglide Special,other,14184,,clean,automatic,,,,5HD1GYMC6HC308018,22500,2017,houston,harley
785,2017 Harley road glide,gas,7336,red,clean,manual,like new,107,touring,,20900,2017,houston,harley
786,2017 Harley tri glide,gas,3900,silver,clean,manual,like new,,,,31000,2017,amarillo,harley
787,2017 Harley-Davidson Cvo Street Glide FLHXSE,gas,40177,black,clean,manual,,,,1HD1PXF3OHB960900,37999,2017,corpuschristi,harleydavidson
788,2017 Harley-Davidson Fat Boy S FLSTFBS,gas,9981,black,clean,manual,,,,1HD1JT915HC014404,18299,2017,corpuschristi,harleydavidson
789,2017 Harley-Davidson S-Series Slim,gas,1709,black,clean,manual,excellent,Unknown,cruiser,1HD1JS910HB038254,15995,2017,dallas,harleydavidson
790,2017 Harley-Davidson Softail Slim FLS,gas,13000,black,clean,manual,excellent,1700,cruiser,,13000,2017,amarillo,harleydavidson
791,2017 Harley-Davidson Sportster,gas,5203,black,clean,manual,excellent,,cruiser,1HD4LE213HC408366,7495,2017,dallas,harleydavidson
792,2017 Harley-Davidson Touring Road Glide Special FLTRXS,gas,6690,,clean,manual,,,,1HD1KTC17HB612845,29846,2017,mcallen,harleydavidson
793,2017 Harley-Davidson Touring Street Glide Special FLHXS,gas,6704,,clean,manual,,,,1HD1KRC19HB641296,26499,2017,corpuschristi,harleydavidson
794,2017 Harley-Davidson Touring Ultra Limited FLHTK,gas,29681,,clean,manual,,,,1HD1KED10HB615015,24199,2017,corpuschristi,harleydavidson
795,2017 Harley-Davidson Touring Ultra Limited Low FLHTKL,gas,21621,black,clean,manual,,,,1HD1KKD18HB676210,25130,2017,corpuschristi,harleydavidson
796,2017 Honda CBR1000RR CBR 1000 RR CBR-1000-RR ABS,gas,9979,,clean,manual,excellent,,sport bike,JH2SC7756HK000246,13599,2017,dallas,honda
797,2017 Honda CRF230f,gas,230,red,clean,manual,excellent,230,dirtbike,,4000,2017,dallas,honda
798,2017 Honda CRF250L 250R Single-Cylinder 249 cc,Unknown,5715,custom,clean,manual,,,,MLHMD4414H5005536,5499,2017,dallas,honda
799,2017 Honda Rebel 500,gas,1797,yellow,clean,manual,excellent,500,standard,,5500,2017,austin,honda
800,2017 Honda Ruckus,Unknown,1557,white,clean,automatic,,,,JH2AF5818HK504610,2599,2017,waco,honda
801,2017 Honda® Africa Twin CRF1000L,gas,3141,red,clean,other,,,,JH2SD044XHK101354,11480,2017,austin,honda
802,2017 Honda® Gold Wing Audio Comfort Ultra Blue Metallic/Black,gas,3743,blue,clean,other,,,,JH2SC68G9HK500203,22980,2017,austin,honda
803,2017 Indian Chieftain Dark Horse Custom V Twin 1811 cc,,18347,custom,clean,manual,,,,56KTCDAA2H3343500,18985,2017,austin,indian
804,2017 Indian Springfield Steel Gray Over Burgundy Metallic V Twin 1811,,18999,custom,clean,manual,,,,56KTHAAA0H3348226,18985,2017,austin,indian
805,2017 Iron 883 Sportster,gas,9500,green,clean,manual,excellent,883,cruiser,1HD4LE212HC406866,8000,2017,austin,iron
806,2017 KTM 125 SX,gas,100,,clean,manual,good,,dirtbike,,5000,2017,sanantonio,ktm
807,2017 KTM RC 390 ABS,Unknown,18064,custom,clean,other,,,,MD2JYJ407HC285426,4788,2017,houston,ktm
808,2017 Kawasaki KX 450F,gas,1111111,black,,manual,excellent,450,,,5500,2017,dallas,kawasaki
809,2017 Kawasaki Klr 650,gas,35435,black,clean,manual,excellent,650,dual-sport,,4000,2017,austin,kawasaki
810,2017 Kawasaki Ninja  ZX10R ZX 10 R ZX-10-R ABS ZX 10R ABS ZX-10R ABS f,gas,4825,,clean,manual,excellent,,sport bike,JKAZXCS15HA009884,13995,2017,dallas,kawasaki
811,2017 Kawasaki Ninja  ZX6R ZX 6 R ZX-6-R ZX 6R ZX-6R for $185/mo a mont,gas,19696,,clean,manual,good,,sport bike,JKBZXJE13HA025268,8999,2017,dallas,kawasaki
812,2017 Kawasaki Ninja 650 Abs for $148/mo a month!,gas,4409,,clean,manual,excellent,,sport bike,JKAEXEK17HDA01801,7199,2017,dallas,kawasaki
813,2017 Kawasaki Ninja ZX-14R ABS Horizontal In-line 1441 cc,Unknown,12173,custom,clean,manual,,,,JKBZXNH13HA004570,11999,2017,dallas,kawasaki
814,2017 Kawasaki Ninja ZX14R ZX 14 R ZX-14-R ABS Ninja ZX 14R ABS Ninja,gas,7786,,clean,manual,excellent,,sport bike,JKBZXNH10HA004901,12749,2017,dallas,kawasaki
815,2017 Kawasaki Vulcan® 1700 Voyager® ABS,gas,994,black,clean,other,,,,JKBVNRB17HA014507,14950,2017,dallas,kawasaki
816,2017 Kawasaki ZX1000 ZX 1000 ZX-1000 ABS  FOR ONLY,gas,7045,,clean,manual,excellent,,standard,JKAZXCW16HA003781,8495,2017,dallas,kawasaki
817,2017 Motus MST,gas,1373,red,clean,other,,,,1B9SM4168HB975053,17750,2017,dallas,motus
818,2017 Polaris Slingshot SLR,gas,13762,orange,clean,other,,,,57XAARFA0H8120049,21995,2017,dallas,polaris
819,2017 Polaris Slingshot SLR Orange Madness,Unknown,8389,Unknown,clean,other,,,,57XAARFA3H8124418,28499,2017,houston,polaris
820,2017 Polaris® Slingshot® SLR Orange Madness,gas,13762,orange,clean,other,,,,57XAARFA0H8120049,25850,2017,dallas,polaris
821,2017 Reverse Trike Mod on a 2005 GL 1800 Goldwing Anniversary Model Mo,gas,135400,white,clean,manual,good,1832,trike,1HFSC47055A402200,17850,2017,houston,reverse
822,2017 Road Glide Special,gas,15185,blue,clean,other,,107,,1HD1KTC16HB666847,21600,2017,dallas,road
823,2017 Road Glide Special-Many upgrades,gas,14669,,clean,manual,,,touring,,25000,2017,houston,road
824,2017 SUZUKI HAYABUSA,gas,4346,white,clean,manual,excellent,1349,sport bike,,13990,2017,dallas,suzuki
825,2017 Suzuki GSXR1000 GSXR 1000 GSXR-1000 GSX R1000 GSX-R1000,gas,16191,,clean,manual,excellent,,sport bike,JS1DM11BXH2101634,13199,2017,dallas,suzuki
826,2017 Suzuki GSXR1000RL7 GSXR 1000 RL 7 GSXR-1000-RL-7 GSX R1000RL7 GS,gas,2312,,clean,manual,excellent,,sport bike,JS1DM11HXH2100665,15699,2017,beaumont,suzuki
827,2017 Triumph Bonneville,gas,13470,,clean,manual,excellent,,sport bike,SMTA02YK2HJ788678,7995,2017,dallas,triumph
828,2017 Triumph Bonneville T120,gas,8358,black,clean,other,,,,,10999,2017,austin,triumph
829,2017 Triumph Bonneville T120 Black,gas,22933,black,clean,other,,,,SMTD40HL9HT815703,8996,2017,dallas,triumph
830,2017 Triumph DAYTONA 675 R (ABS),gas,1569,,clean,manual,excellent,,sport bike,SMTA02YK8HJ780228,10990,2017,beaumont,triumph
831,2017 Triumph Daytona 675R 675 R 675-R for $214/mo a month!,gas,13470,,clean,manual,excellent,,sport bike,SMTA02YK2HJ788678,10395,2017,dallas,triumph
832,2017 Triumph Street Triple R ABS for $181/mo a month!,gas,12008,,clean,manual,excellent,,sport bike,SMTL03NE4HT781152,8795,2017,dallas,triumph
833,2017 Triumph Tiger Explorer XCA Crystal White,gas,17724,green,clean,other,,,,SMTF45XB9HJ765220,14667,2017,dallas,triumph
834,2017 Triumph Tiger Explorer XRX Crystal White,gas,12758,white,clean,other,,,,SMTF42XB3HJ766149,13680,2017,austin,triumph
835,2017 Victory Motorcycles® Octane®,gas,592,black,clean,other,,,,5VPFTB007H3003616,9450,2017,corpuschristi,victory
836,2017 Victory Vegas,gas,890,red,clean,manual,like new,,cruiser,,10999,2017,beaumont,victory
837,2017 Yamaha Bolt Rspec,gas,7300,red,clean,manual,excellent,950,cruiser,,6500,2017,dallas,yamaha
838,2017 Yamaha FZ07,gas,17700,red,clean,manual,good,689,sport bike,,5500,2017,collegestation,yamaha
839,2017 Yamaha YZ 125 2 Stroke,gas,10,,,manual,good,,dirtbike,,3900,2017,houston,yamaha
840,2017 Yamaha YZ250 FX,gas,16,,,manual,excellent,,dirtbike,,5500,2017,dallas,yamaha
